grid_id,lat,lon
171113,22.51977349,114.0811079
171945,22.52428459,114.0810131
172777,22.52879569,114.0809182
174451,22.53869233,114.1292915
176970,22.55418318,114.2407263
177785,22.55725556,114.1580607
177803,22.55877824,114.2454942
177804,22.55886145,114.2503518
178621,22.5621095,114.1773979
178624,22.56236488,114.1919703
179453,22.56662096,114.177306
179455,22.5667914,114.1870212
180245,22.56759995,113.9829225
180286,22.57121773,114.1820718
181076,22.57201929,113.9779673
181078,22.57220181,113.9876812
181085,22.57283603,114.0216807
181111,22.57512884,114.147975
181906,22.5763468,113.9681547
182762,22.58301698,114.0846358
183594,22.58752807,114.0845408
183634,22.59094051,114.2788776
184463,22.5952045,114.2642118
184465,22.59536988,114.2739298
184466,22.59545235,114.2787889
184467,22.59553467,114.2836479
184472,22.59594408,114.3079435
185221,22.59318341,113.9046118
185293,22.59955028,114.2544044
185294,22.59963335,114.2592635
185305,22.60053749,114.3127151
186055,22.5978809,113.914226
186085,22.60061796,114.0599638
186086,22.60070692,114.0648221
186138,22.60513077,114.3174869
186887,22.60239127,113.9141253
186918,22.60521791,114.0647264
186967,22.60939826,114.3028204
187717,22.60671439,113.904309
189373,22.61497985,113.8652427
189436,22.62067263,114.1713418
189485,22.62469739,114.4094838
191038,22.6240951,113.8698963
191039,22.6241899,113.8747546
191870,22.62860526,113.8697941
191921,22.63325422,114.1176066
191959,22.6364697,114.3022919
192702,22.63311542,113.8696919
192752,22.6376779,114.1126526
194360,22.64156331,113.8403344
194361,22.64165908,113.8451931
196024,22.65058336,113.8401278
196074,22.65519397,114.0831126
164421,22.4804242,113.9071267
166086,22.48953816,113.9117799
167752,22.49874495,113.9212877
168575,22.50241381,113.8775003
171074,22.51622663,113.8917598
171107,22.51924228,114.051975
171909,22.52101773,113.9062232
171910,22.52111103,113.9110781
172741,22.5255281,113.9061227
172742,22.52562143,113.9109777
172749,22.5262706,113.9449634
172764,22.52763757,114.0177939
173573,22.53003848,113.9060222
173592,22.53178702,113.9982743
173594,22.53196801,114.0079856
173595,22.53205829,114.0128413
173597,22.5322384,114.0225527
173600,22.53250747,114.03712
174407,22.53473543,113.9156322
174417,22.53565958,113.9641869
174421,22.53602514,113.9836095
174445,22.53816942,114.1001534
174446,22.53825694,114.1050097
174447,22.53834431,114.109866
175238,22.5391526,113.9106765
175246,22.53989442,113.9495211
175249,22.54017019,113.9640882
175250,22.54026182,113.968944
175260,22.54117009,114.0175031
176076,22.54422035,113.9397103
176077,22.54431274,113.9445661
176096,22.54604022,114.036831
176136,22.54950441,114.2311016
176901,22.54807995,113.9056197
176902,22.54817337,113.9104755
176917,22.54955722,113.9833152
176938,22.55143932,114.0853002
177730,22.55230909,113.8909514
177731,22.55240297,113.8958073
177735,22.55277705,113.9152309
177737,22.55296322,113.9249429
177738,22.55305608,113.929799
177741,22.55333379,113.9443672
177754,22.55452198,114.007499
177757,22.55479267,114.0220685
177798,22.55836004,114.2212063
178561,22.55672533,113.8859942
178575,22.55802876,113.9539804
179406,22.56244714,113.9490248
179407,22.56253932,113.9538813
179422,22.56390433,114.0267315
179423,22.56399416,114.0315884
179434,22.56497262,114.0850156
180223,22.56555724,113.876079
180236,22.56677286,113.9392123
180242,22.56732557,113.9683522
180261,22.56904106,114.0606344
180266,22.56948372,114.0849207
180267,22.56957181,114.089778
180269,22.56974755,114.0994928
181106,22.5746956,114.1236863
181882,22.57410334,113.8515931
181902,22.57597874,113.9487267
181925,22.57806304,114.0604429
181938,22.57920685,114.1235926
182720,22.57918235,113.8806305
183552,22.58369258,113.8805288
183562,22.58462923,113.9290991
183566,22.58499979,113.9485279
183570,22.58536801,113.9679571
183572,22.58555124,113.9776719
183573,22.58564263,113.9825293
184407,22.59033569,113.9921462
184408,22.59042666,113.9970038
184419,22.59141771,114.0504396
184471,22.5958625,114.3030843
185240,22.59493738,113.9969059
185241,22.59502823,114.0017637
185246,22.59548028,114.0260533
186064,22.59871587,113.9579449
186082,22.60035019,114.045389
193525,22.63676515,113.825862
194395,22.64482789,114.0104061
194406,22.64581672,114.0638636
194422,22.64722327,114.1416251
195225,22.64915689,114.0005888
195237,22.65023851,114.0589075
195238,22.65032769,114.0637676
196058,22.65375856,114.0053507
196086,22.65624582,114.1414382
177726,22.55193208,113.8715282
183571,22.5854597,113.9728145
194443,22.64901225,114.2436964
184470,22.59578076,114.2982252
185303,22.60037442,114.3029964
188554,22.61169183,113.9284982
166087,22.48963117,113.9166336
168583,22.50316248,113.9163335
171070,22.51585029,113.8723417
171075,22.51632034,113.8966144
171918,22.52185219,113.9499177
171919,22.52194418,113.9547727
171920,22.52203602,113.9596278
171921,22.52212772,113.9644829
171922,22.52221927,113.9693381
171925,22.52249304,113.9839036
171926,22.522584,113.9887589
172750,22.52636275,113.9498185
172757,22.52700374,113.9838056
173593,22.53187759,114.00313
173596,22.53214842,114.017697
174426,22.53647881,114.0078883
174427,22.53656911,114.0127442
174428,22.53665926,114.0176
175267,22.54179718,114.0514959
175268,22.54188618,114.0563521
176066,22.54328849,113.8911537
176891,22.54713764,113.8570634
176897,22.54770478,113.8861969
